dm32          sin^2(theta23)  DeltaChi2 
0.0030026     0.415           23.950 
0.0030026     0.425           23.717 
0.0030026     0.435           23.529 
0.0030026     0.445           23.373 
0.0030026     0.455           23.234 
0.0030026     0.465           23.102 
0.0030026     0.475           22.969 
0.0030026     0.485           22.828 
0.0030026     0.495           22.674 
0.0030026     0.505           22.503 
0.0030026     0.515           22.317 
0.0030026     0.525           22.117 
0.0030026     0.535           21.906 
0.0030026     0.545           21.692 
0.0030026     0.555           21.482 
0.0030026     0.565           21.286 
0.0030026     0.575           21.117 
0.0030026     0.585           20.989 
0.0030026     0.595           20.917 
0.0030026     0.605           20.918 
0.0030026     0.615           21.009 
0.0030026     0.625           21.211 
0.0030026     0.635           21.543 
0.0030026     0.645           22.025 
0.0030026     0.655           22.678 
0.0030026     0.665           23.523 
0.0030026     0.675           24.580 
0.0030026     0.685           25.870 
0.0030026     0.695           27.412 
0.0030026     0.705           29.225 
0.0030026     0.715           31.326 
0.0030026     0.725           33.732 
0.0030026     0.735           36.459 
0.0030026     0.745           39.519 
0.0030386     0.245           54.024 
0.0030386     0.255           50.283 
0.0030386     0.265           46.880 
0.0030386     0.275           43.803 
0.0030386     0.285           41.041 
0.0030386     0.295           38.580 
0.0030386     0.305           36.403 
0.0030386     0.315           34.495 
0.0030386     0.325           32.837 
0.0030386     0.335           31.411 
0.0030386     0.345           30.198 
0.0030386     0.355           29.177 
0.0030386     0.365           28.329 
0.0030386     0.375           27.633 
0.0030386     0.385           27.069 
0.0030386     0.395           26.617 
0.0030386     0.405           26.260 
0.0030386     0.415           25.977 
0.0030386     0.425           25.754 
0.0030386     0.435           25.573 
0.0030386     0.445           25.420 
0.0030386     0.455           25.284 
0.0030386     0.465           25.152 
0.0030386     0.475           25.017 
0.0030386     0.485           24.871 
0.0030386     0.495           24.710 
0.0030386     0.505           24.531 
0.0030386     0.515           24.334 
0.0030386     0.525           24.120 
0.0030386     0.535           23.894 
0.0030386     0.545           23.661 
0.0030386     0.555           23.431 
0.0030386     0.565           23.213 
0.0030386     0.575           23.019 
0.0030386     0.585           22.863 
0.0030386     0.595           22.762 
0.0030386     0.605           22.731 
0.0030386     0.615           22.789 
0.0030386     0.625           22.954 
0.0030386     0.635           23.247 
0.0030386     0.645           23.688 
0.0030386     0.655           24.298 
0.0030386     0.665           25.098 
0.0030386     0.675           26.108 
0.0030386     0.685           27.348 
0.0030386     0.695           28.838 
0.0030386     0.705           30.597 
0.0030386     0.715           32.643 
0.0030386     0.725           34.992 
0.0030386     0.735           37.659 
0.0030386     0.745           40.658 
0.0030746     0.245           55.618 
0.0030746     0.255           51.924 
0.0030746     0.265           48.566 
0.0030746     0.275           45.533 
0.0030746     0.285           42.812 
0.0030746     0.295           40.389 
0.0030746     0.305           38.249 
0.0030746     0.315           36.375 
0.0030746     0.325           34.750 
0.0030746     0.335           33.354 
0.0030746     0.345           32.168 
0.0030746     0.355           31.173 
0.0030746     0.365           30.348 
0.0030746     0.375           29.672 
0.0030746     0.385           29.127 
0.0030746     0.395           28.692 
0.0030746     0.405           28.348 
0.0030746     0.415           28.077 
0.0030746     0.425           27.862 
0.0030746     0.435           27.688 
0.0030746     0.445           27.540 
0.0030746     0.455           27.406 
0.0030746     0.465           27.275 
0.0030746     0.475           27.137 
0.0030746     0.485           26.987 
0.0030746     0.495           26.819 
0.0030746     0.505           26.631 
0.0030746     0.515           26.422 
0.0030746     0.525           26.195 
0.0030746     0.535           25.953 
0.0030746     0.545           25.702 
0.0030746     0.555           25.451 
0.0030746     0.565           25.210 
0.0030746     0.575           24.991 
0.0030746     0.585           24.808 
0.0030746     0.595           24.677 
0.0030746     0.605           24.613 
0.0030746     0.615           24.636 
0.0030746     0.625           24.765 
0.0030746     0.635           25.019 
0.0030746     0.645           25.418 
0.0030746     0.655           25.984 
0.0030746     0.665           26.738 
0.0030746     0.675           27.699 
0.0030746     0.685           28.888 
0.0030746     0.695           30.325 
0.0030746     0.705           32.029 
0.0030746     0.715           34.018 
0.0030746     0.725           36.308 
0.0030746     0.735           38.914 
0.0030746     0.745           41.851 
0.0031106     0.245           57.270 
0.0031106     0.255           53.624 
0.0031106     0.265           50.312 
0.0031106     0.275           47.323 
0.0031106     0.285           44.644 
0.0031106     0.295           42.260 
0.0031106     0.305           40.158 
0.0031106     0.315           38.319 
0.0031106     0.325           36.727 
0.0031106     0.335           35.361 
0.0031106     0.345           34.204 
0.0031106     0.355           33.234 
0.0031106     0.365           32.433 
0.0031106     0.375           31.778 
0.0031106     0.385           31.252 
0.0031106     0.395           30.833 
0.0031106     0.405           30.503 
0.0031106     0.415           30.244 
0.0031106     0.425           30.038 
0.0031106     0.435           29.871 
0.0031106     0.445           29.728 
0.0031106     0.455           29.596 
0.0031106     0.465           29.465 
0.0031106     0.475           29.325 
0.0031106     0.485           29.170 
0.0031106     0.495           28.995 
0.0031106     0.505           28.798 
0.0031106     0.515           28.578 
0.0031106     0.525           28.337 
0.0031106     0.535           28.079 
0.0031106     0.545           27.809 
0.0031106     0.555           27.538 
0.0031106     0.565           27.274 
0.0031106     0.575           27.029 
0.0031106     0.585           26.818 
0.0031106     0.595           26.657 
0.0031106     0.605           26.561 
0.0031106     0.615           26.549 
0.0031106     0.625           26.640 
0.0031106     0.635           26.854 
0.0031106     0.645           27.211 
0.0031106     0.655           27.732 
0.0031106     0.665           28.439 
0.0031106     0.675           29.350 
0.0031106     0.685           30.488 
0.0031106     0.695           31.871 
0.0031106     0.705           33.519 
0.0031106     0.715           35.449 
0.0031106     0.725           37.679 
0.0031106     0.735           40.223 
0.0031106     0.745           43.095 
0.0031466     0.245           58.967 
0.0031466     0.255           55.371 
0.0031466     0.265           52.106 
0.0031466     0.275           49.162 
0.0031466     0.285           46.525 
0.0031466     0.295           44.182 
0.0031466     0.305           42.118 
0.0031466     0.315           40.315 
0.0031466     0.325           38.756 
0.0031466     0.335           37.421 
0.0031466     0.345           36.292 
0.0031466     0.355           35.349 
0.0031466     0.365           34.571 
0.0031466     0.375           33.937 
0.0031466     0.385           33.429 
0.0031466     0.395           33.027 
0.0031466     0.405           32.711 
0.0031466     0.415           32.463 
0.0031466     0.425           32.267 
0.0031466     0.435           32.107 
0.0031466     0.445           31.969 
0.0031466     0.455           31.839 
0.0031466     0.465           31.707 
0.0031466     0.475           31.565 
0.0031466     0.485           31.406 
0.0031466     0.495           31.224 
0.0031466     0.505           31.018 
0.0031466     0.515           30.786 
0.0031466     0.525           30.531 
0.0031466     0.535           30.257 
0.0031466     0.545           29.969 
0.0031466     0.555           29.677 
0.0031466     0.565           29.389 
0.0031466     0.575           29.120 
0.0031466     0.585           28.881 
0.0031466     0.595           28.689 
0.0031466     0.605           28.560 
0.0031466     0.615           28.513 
0.0031466     0.625           28.566 
0.0031466     0.635           28.740 
0.0031466     0.645           29.055 
0.0031466     0.655           29.531 
0.0031466     0.665           30.189 
0.0031466     0.675           31.051 
0.0031466     0.685           32.137 
0.0031466     0.695           33.465 
0.0031466     0.705           35.056 
0.0031466     0.715           36.927 
0.0031466     0.725           39.095 
0.0031466     0.735           41.575 
0.0031466     0.745           44.382 
0.0031826     0.245           60.695 
0.0031826     0.255           57.148 
0.0031826     0.265           53.931 
0.0031826     0.275           51.032 
0.0031826     0.285           48.439 
0.0031826     0.295           46.137 
0.0031826     0.305           44.110 
0.0031826     0.315           42.343 
0.0031826     0.325           40.817 
0.0031826     0.335           39.514 
0.0031826     0.345           38.413 
0.0031826     0.355           37.496 
0.0031826     0.365           36.741 
0.0031826     0.375           36.129 
0.0031826     0.385           35.640 
0.0031826     0.395           35.254 
0.0031826     0.405           34.952 
0.0031826     0.415           34.716 
0.0031826     0.425           34.529 
0.0031826     0.435           34.375 
0.0031826     0.445           34.241 
0.0031826     0.455           34.114 
0.0031826     0.465           33.982 
0.0031826     0.475           33.838 
0.0031826     0.485           33.674 
0.0031826     0.495           33.485 
0.0031826     0.505           33.269 
0.0031826     0.515           33.026 
0.0031826     0.525           32.757 
0.0031826     0.535           32.467 
0.0031826     0.545           32.161 
0.0031826     0.555           31.848 
0.0031826     0.565           31.537 
0.0031826     0.575           31.242 
0.0031826     0.585           30.975 
0.0031826     0.595           30.753 
0.0031826     0.605           30.591 
0.0031826     0.615           30.509 
0.0031826     0.625           30.525 
0.0031826     0.635           30.658 
0.0031826     0.645           30.930 
0.0031826     0.655           31.361 
0.0031826     0.665           31.972 
0.0031826     0.675           32.784 
0.0031826     0.685           33.816 
0.0031826     0.695           35.090 
0.0031826     0.705           36.623 
0.0031826     0.715           38.434 
0.0031826     0.725           40.540 
0.0031826     0.735           42.957 
0.0031826     0.745           45.697 
0.0032186     0.245           62.434 
0.0032186     0.255           58.937 
0.0032186     0.265           55.767 
0.0032186     0.275           52.914 
0.0032186     0.285           50.363 
0.0032186     0.295           48.102 
0.0032186     0.305           46.114 
0.0032186     0.315           44.383 
0.0032186     0.325           42.890 
0.0032186     0.335           41.617 
0.0032186     0.345           40.545 
0.0032186     0.355           39.654 
0.0032186     0.365           38.923 
0.0032186     0.375           38.332 
0.0032186     0.385           37.861 
0.0032186     0.395           37.491 
0.0032186     0.405           37.202 
0.0032186     0.415           36.978 
0.0032186     0.425           36.800 
0.0032186     0.435           36.653 
0.0032186     0.445           36.523 
0.0032186     0.455           36.398 
0.0032186     0.465           36.266 
0.0032186     0.475           36.119 
0.0032186     0.485           35.951 
0.0032186     0.495           35.755 
0.0032186     0.505           35.530 
0.0032186     0.515           35.276 
0.0032186     0.525           34.993 
0.0032186     0.535           34.687 
0.0032186     0.545           34.363 
0.0032186     0.555           34.029 
0.0032186     0.565           33.695 
0.0032186     0.575           33.375 
0.0032186     0.585           33.080 
0.0032186     0.595           32.828 
0.0032186     0.605           32.634 
0.0032186     0.615           32.516 
0.0032186     0.625           32.494 
0.0032186     0.635           32.588 
0.0032186     0.645           32.817 
0.0032186     0.655           33.203 
0.0032186     0.665           33.766 
0.0032186     0.675           34.527 
0.0032186     0.685           35.507 
0.0032186     0.695           36.726 
0.0032186     0.705           38.202 
0.0032186     0.715           39.953 
0.0032186     0.725           41.997 
0.0032186     0.735           44.349 
0.0032186     0.745           47.023 
0.0032546     0.245           64.166 
0.0032546     0.255           60.719 
0.0032546     0.265           57.597 
0.0032546     0.275           54.789 
0.0032546     0.285           52.281 
0.0032546     0.295           50.061 
0.0032546     0.305           48.111 
0.0032546     0.315           46.415 
0.0032546     0.325           44.956 
0.0032546     0.335           43.714 
0.0032546     0.345           42.670 
0.0032546     0.355           41.804 
0.0032546     0.365           41.096 
0.0032546     0.375           40.526 
0.0032546     0.385           40.074 
0.0032546     0.395           39.720 
0.0032546     0.405           39.445 
0.0032546     0.415           39.232 
0.0032546     0.425           39.063 
0.0032546     0.435           38.923 
0.0032546     0.445           38.797 
0.0032546     0.455           38.674 
0.0032546     0.465           38.542 
0.0032546     0.475           38.393 
0.0032546     0.485           38.219 
0.0032546     0.495           38.017 
0.0032546     0.505           37.783 
0.0032546     0.515           37.517 
0.0032546     0.525           37.221 
0.0032546     0.535           36.899 
0.0032546     0.545           36.557 
0.0032546     0.555           36.203 
0.0032546     0.565           35.847 
0.0032546     0.575           35.501 
0.0032546     0.585           35.179 
0.0032546     0.595           34.897 
0.0032546     0.605           34.670 
0.0032546     0.615           34.518 
0.0032546     0.625           34.458 
0.0032546     0.635           34.512 
0.0032546     0.645           34.699 
0.0032546     0.655           35.039 
0.0032546     0.665           35.555 
0.0032546     0.675           36.267 
0.0032546     0.685           37.194 
0.0032546     0.695           38.357 
0.0032546     0.705           39.775 
0.0032546     0.715           41.467 
0.0032546     0.725           43.448 
0.0032546     0.735           45.736 
0.0032546     0.745           48.343 
0.0032906     0.245           65.881 
0.0032906     0.255           62.484 
0.0032906     0.265           59.410 
0.0032906     0.275           56.647 
0.0032906     0.285           54.182 
0.0032906     0.295           52.002 
0.0032906     0.305           50.090 
0.0032906     0.315           48.430 
0.0032906     0.325           47.004 
0.0032906     0.335           45.793 
0.0032906     0.345           44.777 
0.0032906     0.355           43.937 
0.0032906     0.365           43.253 
0.0032906     0.375           42.703 
0.0032906     0.385           42.269 
0.0032906     0.395           41.931 
0.0032906     0.405           41.670 
0.0032906     0.415           41.468 
0.0032906     0.425           41.308 
0.0032906     0.435           41.175 
0.0032906     0.445           41.053 
0.0032906     0.455           40.932 
0.0032906     0.465           40.800 
0.0032906     0.475           40.649 
0.0032906     0.485           40.471 
0.0032906     0.495           40.262 
0.0032906     0.505           40.019 
0.0032906     0.515           39.742 
0.0032906     0.525           39.433 
0.0032906     0.535           39.095 
0.0032906     0.545           38.735 
0.0032906     0.555           38.361 
0.0032906     0.565           37.982 
0.0032906     0.575           37.612 
0.0032906     0.585           37.263 
0.0032906     0.595           36.950 
0.0032906     0.605           36.692 
0.0032906     0.615           36.505 
0.0032906     0.625           36.408 
0.0032906     0.635           36.422 
0.0032906     0.645           36.567 
0.0032906     0.655           36.863 
0.0032906     0.665           37.331 
0.0032906     0.675           37.992 
0.0032906     0.685           38.867 
0.0032906     0.695           39.975 
0.0032906     0.705           41.336 
0.0032906     0.715           42.967 
0.0032906     0.725           44.887 
0.0032906     0.735           47.109 
0.0032906     0.745           49.650 
0.0033266     0.245           67.578 
0.0033266     0.255           64.230 
0.0033266     0.265           61.203 
0.0033266     0.275           58.486 
0.0033266     0.285           56.064 
0.0033266     0.295           53.924 
0.0033266     0.305           52.051 
0.0033266     0.315           50.427 
0.0033266     0.325           49.034 
0.0033266     0.335           47.853 
0.0033266     0.345           46.866 
0.0033266     0.355           46.052 
0.0033266     0.365           45.390 
0.0033266     0.375           44.862 
0.0033266     0.385           44.447 
0.0033266     0.395           44.125 
0.0033266     0.405           43.877 
0.0033266     0.415           43.687 
0.0033266     0.425           43.536 
0.0033266     0.435           43.409 
0.0033266     0.445           43.293 
0.0033266     0.455           43.174 
0.0033266     0.465           43.042 
0.0033266     0.475           42.888 
0.0033266     0.485           42.706 
0.0033266     0.495           42.491 
0.0033266     0.505           42.239 
0.0033266     0.515           41.951 
0.0033266     0.525           41.629 
0.0033266     0.535           41.276 
0.0033266     0.545           40.898 
0.0033266     0.555           40.504 
0.0033266     0.565           40.103 
0.0033266     0.575           39.708 
0.0033266     0.585           39.332 
0.0033266     0.595           38.990 
0.0033266     0.605           38.700 
0.0033266     0.615           38.478 
0.0033266     0.625           38.345 
0.0033266     0.635           38.319 
0.0033266     0.645           38.421 
0.0033266     0.655           38.672 
0.0033266     0.665           39.093 
0.0033266     0.675           39.705 
0.0033266     0.685           40.527 
0.0033266     0.695           41.580 
0.0033266     0.705           42.883 
0.0033266     0.715           44.455 
0.0033266     0.725           46.311 
0.0033266     0.735           48.469 
0.0033266     0.745           50.943 
0.0033626     0.245           69.263 
0.0033626     0.255           65.965 
0.0033626     0.265           62.986 
0.0033626     0.275           60.314 
0.0033626     0.285           57.935 
0.0033626     0.295           55.836 
0.0033626     0.305           54.001 
0.0033626     0.315           52.413 
0.0033626     0.325           51.053 
0.0033626     0.335           49.904 
0.0033626     0.345           48.945 
0.0033626     0.355           48.156 
0.0033626     0.365           47.519 
0.0033626     0.375           47.011 
0.0033626     0.385           46.615 
0.0033626     0.395           46.309 
0.0033626     0.405           46.075 
0.0033626     0.415           45.896 
0.0033626     0.425           45.755 
0.0033626     0.435           45.635 
0.0033626     0.445           45.523 
0.0033626     0.455           45.407 
0.0033626     0.465           45.276 
0.0033626     0.475           45.120 
0.0033626     0.485           44.934 
0.0033626     0.495           44.712 
0.0033626     0.505           44.452 
0.0033626     0.515           44.154 
0.0033626     0.525           43.818 
0.0033626     0.535           43.450 
0.0033626     0.545           43.055 
0.0033626     0.555           42.641 
0.0033626     0.565           42.218 
0.0033626     0.575           41.798 
0.0033626     0.585           41.396 
0.0033626     0.595           41.025 
0.0033626     0.605           40.702 
0.0033626     0.615           40.446 
0.0033626     0.625           40.276 
0.0033626     0.635           40.211 
0.0033626     0.645           40.271 
0.0033626     0.655           40.477 
0.0033626     0.665           40.851 
0.0033626     0.675           41.412 
0.0033626     0.685           42.182 
0.0033626     0.695           43.180 
0.0033626     0.705           44.426 
0.0033626     0.715           45.937 
0.0033626     0.725           47.731 
0.0033626     0.735           49.824 
0.0033626     0.745           52.230 
0.0033986     0.245           70.950 
0.0033986     0.255           67.703 
0.0033986     0.265           64.772 
0.0033986     0.275           62.145 
0.0033986     0.285           59.810 
0.0033986     0.295           57.752 
0.0033986     0.305           55.956 
0.0033986     0.315           54.403 
0.0033986     0.325           53.077 
0.0033986     0.335           51.959 
0.0033986     0.345           51.029 
0.0033986     0.355           50.267 
0.0033986     0.365           49.653 
0.0033986     0.375           49.167 
0.0033986     0.385           48.789 
0.0033986     0.395           48.499 
0.0033986     0.405           48.280 
0.0033986     0.415           48.112 
0.0033986     0.425           47.980 
0.0033986     0.435           47.868 
0.0033986     0.445           47.761 
0.0033986     0.455           47.647 
0.0033986     0.465           47.516 
0.0033986     0.475           47.359 
0.0033986     0.485           47.169 
0.0033986     0.495           46.941 
0.0033986     0.505           46.672 
0.0033986     0.515           46.364 
0.0033986     0.525           46.016 
0.0033986     0.535           45.632 
0.0033986     0.545           45.220 
0.0033986     0.555           44.787 
0.0033986     0.565           44.342 
0.0033986     0.575           43.898 
0.0033986     0.585           43.468 
0.0033986     0.595           43.068 
0.0033986     0.605           42.714 
0.0033986     0.615           42.424 
0.0033986     0.625           42.217 
0.0033986     0.635           42.112 
0.0033986     0.645           42.130 
0.0033986     0.655           42.292 
0.0033986     0.665           42.618 
0.0033986     0.675           43.129 
0.0033986     0.685           43.846 
0.0033986     0.695           44.789 
0.0033986     0.705           45.977 
0.0033986     0.715           47.427 
0.0033986     0.725           49.158 
0.0033986     0.735           51.186 
0.0033986     0.745           53.525 
0.0034346     0.245           72.657 
0.0034346     0.255           69.460 
0.0034346     0.265           66.578 
0.0034346     0.275           63.997 
0.0034346     0.285           61.706 
0.0034346     0.295           59.690 
0.0034346     0.305           57.932 
0.0034346     0.315           56.416 
0.0034346     0.325           55.124 
0.0034346     0.335           54.037 
0.0034346     0.345           53.136 
0.0034346     0.355           52.400 
0.0034346     0.365           51.810 
0.0034346     0.375           51.345 
0.0034346     0.385           50.986 
0.0034346     0.395           50.713 
0.0034346     0.405           50.508 
0.0034346     0.415           50.352 
0.0034346     0.425           50.230 
0.0034346     0.435           50.124 
0.0034346     0.445           50.022 
0.0034346     0.455           49.911 
0.0034346     0.465           49.781 
0.0034346     0.475           49.622 
0.0034346     0.485           49.428 
0.0034346     0.495           49.194 
0.0034346     0.505           48.918 
0.0034346     0.515           48.598 
0.0034346     0.525           48.238 
0.0034346     0.535           47.840 
0.0034346     0.545           47.411 
0.0034346     0.555           46.958 
0.0034346     0.565           46.491 
0.0034346     0.575           46.023 
0.0034346     0.585           45.567 
0.0034346     0.595           45.138 
0.0034346     0.605           44.753 
0.0034346     0.615           44.428 
0.0034346     0.625           44.184 
0.0034346     0.635           44.040 
0.0034346     0.645           44.016 
0.0034346     0.655           44.133 
0.0034346     0.665           44.411 
0.0034346     0.675           44.872 
0.0034346     0.685           45.536 
0.0034346     0.695           46.423 
0.0034346     0.705           47.552 
0.0034346     0.715           48.942 
0.0034346     0.725           50.610 
0.0034346     0.735           52.572 
0.0034346     0.745           54.842 
0.0034706     0.245           74.398 
0.0034706     0.255           71.253 
0.0034706     0.265           68.420 
0.0034706     0.275           65.886 
0.0034706     0.285           63.640 
0.0034706     0.295           61.665 
0.0034706     0.305           59.947 
0.0034706     0.315           58.468 
0.0034706     0.325           57.210 
0.0034706     0.335           56.155 
0.0034706     0.345           55.283 
0.0034706     0.355           54.573 
0.0034706     0.365           54.007 
0.0034706     0.375           53.564 
0.0034706     0.385           53.224 
0.0034706     0.395           52.968 
0.0034706     0.405           52.776 
0.0034706     0.415           52.632 
0.0034706     0.425           52.519 
0.0034706     0.435           52.421 
0.0034706     0.445           52.324 
0.0034706     0.455           52.216 
0.0034706     0.465           52.086 
0.0034706     0.475           51.925 
0.0034706     0.485           51.728 
0.0034706     0.495           51.488 
0.0034706     0.505           51.203 
0.0034706     0.515           50.874 
0.0034706     0.525           50.501 
0.0034706     0.535           50.088 
0.0034706     0.545           49.642 
0.0034706     0.555           49.170 
0.0034706     0.565           48.682 
0.0034706     0.575           48.190 
0.0034706     0.585           47.707 
0.0034706     0.595           47.249 
0.0034706     0.605           46.832 
0.0034706     0.615           46.474 
0.0034706     0.625           46.193 
0.0034706     0.635           46.009 
0.0034706     0.645           45.943 
0.0034706     0.655           46.015 
0.0034706     0.665           46.246 
0.0034706     0.675           46.656 
0.0034706     0.685           47.266 
0.0034706     0.695           48.097 
0.0034706     0.705           49.167 
0.0034706     0.715           50.496 
0.0034706     0.725           52.099 
0.0034706     0.735           53.994 
0.0034706     0.745           56.196 
0.0035066     0.245           76.185 
0.0035066     0.255           73.093 
0.0035066     0.265           70.309 
0.0035066     0.275           67.824 
0.0035066     0.285           65.622 
0.0035066     0.295           63.690 
0.0035066     0.305           62.012 
0.0035066     0.315           60.570 
0.0035066     0.325           59.347 
0.0035066     0.335           58.323 
0.0035066     0.345           57.480 
0.0035066     0.355           56.798 
0.0035066     0.365           56.256 
0.0035066     0.375           55.834 
0.0035066     0.385           55.513 
0.0035066     0.395           55.273 
0.0035066     0.405           55.096 
0.0035066     0.415           54.964 
0.0035066     0.425           54.860 
0.0035066     0.435           54.769 
0.0035066     0.445           54.677 
0.0035066     0.455           54.572 
0.0035066     0.465           54.442 
0.0035066     0.475           54.280 
0.0035066     0.485           54.079 
0.0035066     0.495           53.833 
0.0035066     0.505           53.540 
0.0035066     0.515           53.201 
0.0035066     0.525           52.815 
0.0035066     0.535           52.388 
0.0035066     0.545           51.925 
0.0035066     0.555           51.434 
0.0035066     0.565           50.924 
0.0035066     0.575           50.408 
0.0035066     0.585           49.899 
0.0035066     0.595           49.412 
0.0035066     0.605           48.964 
0.0035066     0.615           48.571 
0.0035066     0.625           48.254 
0.0035066     0.635           48.030 
0.0035066     0.645           47.922 
0.0035066     0.655           47.948 
0.0035066     0.665           48.131 
0.0035066     0.675           48.490 
0.0035066     0.685           49.047 
0.0035066     0.695           49.821 
0.0035066     0.705           50.832 
0.0035066     0.715           52.098 
0.0035066     0.725           53.637 
0.0035066     0.735           55.464 
0.0035066     0.745           57.595 
