dm32           sin^2(theta23)  DeltaChi2 
-0.0030814     0.295           39.024 
-0.0030814     0.305           37.029 
-0.0030814     0.315           35.294 
-0.0030814     0.325           33.800 
-0.0030814     0.335           32.530 
-0.0030814     0.345           31.463 
-0.0030814     0.355           30.579 
-0.0030814     0.365           29.858 
-0.0030814     0.375           29.279 
-0.0030814     0.385           28.823 
-0.0030814     0.395           28.471 
-0.0030814     0.405           28.204 
-0.0030814     0.415           28.005 
-0.0030814     0.425           27.857 
-0.0030814     0.435           27.746 
-0.0030814     0.445           27.657 
-0.0030814     0.455           27.581 
-0.0030814     0.465           27.507 
-0.0030814     0.475           27.426 
-0.0030814     0.485           27.335 
-0.0030814     0.495           27.228 
-0.0030814     0.505           27.105 
-0.0030814     0.515           26.967 
-0.0030814     0.525           26.816 
-0.0030814     0.535           26.658 
-0.0030814     0.545           26.499 
-0.0030814     0.555           26.350 
-0.0030814     0.565           26.220 
-0.0030814     0.575           26.123 
-0.0030814     0.585           26.074 
-0.0030814     0.595           26.088 
-0.0030814     0.605           26.181 
-0.0030814     0.615           26.374 
-0.0030814     0.625           26.683 
-0.0030814     0.635           27.129 
-0.0030814     0.645           27.732 
-0.0030814     0.655           28.512 
-0.0030814     0.665           29.488 
-0.0030814     0.675           30.681 
-0.0030814     0.685           32.109 
-0.0030814     0.695           33.792 
-0.0030814     0.705           35.745 
-0.0030814     0.715           37.986 
-0.0030814     0.725           40.529 
-0.0030814     0.735           43.389 
-0.0030814     0.745           46.577 
-0.0031174     0.245           55.120 
-0.0031174     0.255           51.638 
-0.0031174     0.265           48.488 
-0.0031174     0.275           45.659 
-0.0031174     0.285           43.136 
-0.0031174     0.295           40.905 
-0.0031174     0.305           38.950 
-0.0031174     0.315           37.253 
-0.0031174     0.325           35.796 
-0.0031174     0.335           34.560 
-0.0031174     0.345           33.524 
-0.0031174     0.355           32.670 
-0.0031174     0.365           31.976 
-0.0031174     0.375           31.422 
-0.0031174     0.385           30.989 
-0.0031174     0.395           30.658 
-0.0031174     0.405           30.409 
-0.0031174     0.415           30.225 
-0.0031174     0.425           30.091 
-0.0031174     0.435           29.991 
-0.0031174     0.445           29.912 
-0.0031174     0.455           29.842 
-0.0031174     0.465           29.772 
-0.0031174     0.475           29.693 
-0.0031174     0.485           29.601 
-0.0031174     0.495           29.492 
-0.0031174     0.505           29.364 
-0.0031174     0.515           29.218 
-0.0031174     0.525           29.057 
-0.0031174     0.535           28.886 
-0.0031174     0.545           28.713 
-0.0031174     0.555           28.546 
-0.0031174     0.565           28.397 
-0.0031174     0.575           28.279 
-0.0031174     0.585           28.205 
-0.0031174     0.595           28.191 
-0.0031174     0.605           28.256 
-0.0031174     0.615           28.416 
-0.0031174     0.625           28.691 
-0.0031174     0.635           29.100 
-0.0031174     0.645           29.663 
-0.0031174     0.655           30.401 
-0.0031174     0.665           31.333 
-0.0031174     0.675           32.479 
-0.0031174     0.685           33.859 
-0.0031174     0.695           35.490 
-0.0031174     0.705           37.389 
-0.0031174     0.715           39.575 
-0.0031174     0.725           42.060 
-0.0031174     0.735           44.860 
-0.0031174     0.745           47.987 
-0.0031534     0.245           56.818 
-0.0031534     0.255           53.387 
-0.0031534     0.265           50.287 
-0.0031534     0.275           47.505 
-0.0031534     0.285           45.028 
-0.0031534     0.295           42.840 
-0.0031534     0.305           40.927 
-0.0031534     0.315           39.269 
-0.0031534     0.325           37.849 
-0.0031534     0.335           36.647 
-0.0031534     0.345           35.644 
-0.0031534     0.355           34.820 
-0.0031534     0.365           34.154 
-0.0031534     0.375           33.626 
-0.0031534     0.385           33.216 
-0.0031534     0.395           32.905 
-0.0031534     0.405           32.675 
-0.0031534     0.415           32.507 
-0.0031534     0.425           32.387 
-0.0031534     0.435           32.298 
-0.0031534     0.445           32.228 
-0.0031534     0.455           32.165 
-0.0031534     0.465           32.099 
-0.0031534     0.475           32.023 
-0.0031534     0.485           31.931 
-0.0031534     0.495           31.819 
-0.0031534     0.505           31.686 
-0.0031534     0.515           31.532 
-0.0031534     0.525           31.362 
-0.0031534     0.535           31.179 
-0.0031534     0.545           30.990 
-0.0031534     0.555           30.806 
-0.0031534     0.565           30.638 
-0.0031534     0.575           30.497 
-0.0031534     0.585           30.398 
-0.0031534     0.595           30.357 
-0.0031534     0.605           30.392 
-0.0031534     0.615           30.519 
-0.0031534     0.625           30.759 
-0.0031534     0.635           31.131 
-0.0031534     0.645           31.655 
-0.0031534     0.655           32.350 
-0.0031534     0.665           33.237 
-0.0031534     0.675           34.336 
-0.0031534     0.685           35.665 
-0.0031534     0.695           37.244 
-0.0031534     0.705           39.089 
-0.0031534     0.715           41.218 
-0.0031534     0.725           43.645 
-0.0031534     0.735           46.384 
-0.0031534     0.745           49.447 
-0.0031894     0.245           58.556 
-0.0031894     0.255           55.178 
-0.0031894     0.265           52.128 
-0.0031894     0.275           49.394 
-0.0031894     0.285           46.963 
-0.0031894     0.295           44.820 
-0.0031894     0.305           42.949 
-0.0031894     0.315           41.331 
-0.0031894     0.325           39.948 
-0.0031894     0.335           38.782 
-0.0031894     0.345           37.812 
-0.0031894     0.355           37.018 
-0.0031894     0.365           36.380 
-0.0031894     0.375           35.878 
-0.0031894     0.385           35.491 
-0.0031894     0.395           35.202 
-0.0031894     0.405           34.990 
-0.0031894     0.415           34.839 
-0.0031894     0.425           34.733 
-0.0031894     0.435           34.656 
-0.0031894     0.445           34.595 
-0.0031894     0.455           34.539 
-0.0031894     0.465           34.478 
-0.0031894     0.475           34.404 
-0.0031894     0.485           34.311 
-0.0031894     0.495           34.197 
-0.0031894     0.505           34.059 
-0.0031894     0.515           33.898 
-0.0031894     0.525           33.717 
-0.0031894     0.535           33.522 
-0.0031894     0.545           33.319 
-0.0031894     0.555           33.118 
-0.0031894     0.565           32.929 
-0.0031894     0.575           32.766 
-0.0031894     0.585           32.642 
-0.0031894     0.595           32.574 
-0.0031894     0.605           32.578 
-0.0031894     0.615           32.674 
-0.0031894     0.625           32.879 
-0.0031894     0.635           33.213 
-0.0031894     0.645           33.696 
-0.0031894     0.655           34.348 
-0.0031894     0.665           35.190 
-0.0031894     0.675           36.241 
-0.0031894     0.685           37.520 
-0.0031894     0.695           39.045 
-0.0031894     0.705           40.835 
-0.0031894     0.715           42.906 
-0.0031894     0.725           45.273 
-0.0031894     0.735           47.950 
-0.0031894     0.745           50.950 
-0.0032254     0.245           60.319 
-0.0032254     0.255           56.994 
-0.0032254     0.265           53.995 
-0.0032254     0.275           51.311 
-0.0032254     0.285           48.927 
-0.0032254     0.295           46.829 
-0.0032254     0.305           44.999 
-0.0032254     0.315           43.421 
-0.0032254     0.325           42.077 
-0.0032254     0.335           40.946 
-0.0032254     0.345           40.009 
-0.0032254     0.355           39.246 
-0.0032254     0.365           38.636 
-0.0032254     0.375           38.160 
-0.0032254     0.385           37.798 
-0.0032254     0.395           37.529 
-0.0032254     0.405           37.336 
-0.0032254     0.415           37.202 
-0.0032254     0.425           37.110 
-0.0032254     0.435           37.044 
-0.0032254     0.445           36.993 
-0.0032254     0.455           36.944 
-0.0032254     0.465           36.887 
-0.0032254     0.475           36.816 
-0.0032254     0.485           36.723 
-0.0032254     0.495           36.606 
-0.0032254     0.505           36.463 
-0.0032254     0.515           36.294 
-0.0032254     0.525           36.104 
-0.0032254     0.535           35.897 
-0.0032254     0.545           35.679 
-0.0032254     0.555           35.461 
-0.0032254     0.565           35.252 
-0.0032254     0.575           35.067 
-0.0032254     0.585           34.918 
-0.0032254     0.595           34.823 
-0.0032254     0.605           34.797 
-0.0032254     0.615           34.860 
-0.0032254     0.625           35.030 
-0.0032254     0.635           35.326 
-0.0032254     0.645           35.769 
-0.0032254     0.655           36.378 
-0.0032254     0.665           37.174 
-0.0032254     0.675           38.177 
-0.0032254     0.685           39.405 
-0.0032254     0.695           40.878 
-0.0032254     0.705           42.612 
-0.0032254     0.715           44.625 
-0.0032254     0.725           46.932 
-0.0032254     0.735           49.546 
-0.0032254     0.745           52.481 
-0.0032614     0.245           62.091 
-0.0032614     0.255           58.819 
-0.0032614     0.265           55.872 
-0.0032614     0.275           53.236 
-0.0032614     0.285           50.899 
-0.0032614     0.295           48.846 
-0.0032614     0.305           47.059 
-0.0032614     0.315           45.521 
-0.0032614     0.325           44.214 
-0.0032614     0.335           43.119 
-0.0032614     0.345           42.215 
-0.0032614     0.355           41.483 
-0.0032614     0.365           40.902 
-0.0032614     0.375           40.451 
-0.0032614     0.385           40.112 
-0.0032614     0.395           39.865 
-0.0032614     0.405           39.691 
-0.0032614     0.415           39.573 
-0.0032614     0.425           39.494 
-0.0032614     0.435           39.441 
-0.0032614     0.445           39.399 
-0.0032614     0.455           39.357 
-0.0032614     0.465           39.305 
-0.0032614     0.475           39.235 
-0.0032614     0.485           39.142 
-0.0032614     0.495           39.023 
-0.0032614     0.505           38.875 
-0.0032614     0.515           38.699 
-0.0032614     0.525           38.499 
-0.0032614     0.535           38.280 
-0.0032614     0.545           38.048 
-0.0032614     0.555           37.812 
-0.0032614     0.565           37.585 
-0.0032614     0.575           37.377 
-0.0032614     0.585           37.204 
-0.0032614     0.595           37.082 
-0.0032614     0.605           37.026 
-0.0032614     0.615           37.057 
-0.0032614     0.625           37.192 
-0.0032614     0.635           37.450 
-0.0032614     0.645           37.853 
-0.0032614     0.655           38.419 
-0.0032614     0.665           39.170 
-0.0032614     0.675           40.124 
-0.0032614     0.685           41.302 
-0.0032614     0.695           42.721 
-0.0032614     0.705           44.400 
-0.0032614     0.715           46.355 
-0.0032614     0.725           48.601 
-0.0032614     0.735           51.153 
-0.0032614     0.745           54.023 
-0.0032974     0.245           63.857 
-0.0032974     0.255           60.638 
-0.0032974     0.265           57.742 
-0.0032974     0.275           55.155 
-0.0032974     0.285           52.865 
-0.0032974     0.295           50.856 
-0.0032974     0.305           49.111 
-0.0032974     0.315           47.614 
-0.0032974     0.325           46.344 
-0.0032974     0.335           45.284 
-0.0032974     0.345           44.413 
-0.0032974     0.355           43.711 
-0.0032974     0.365           43.158 
-0.0032974     0.375           42.733 
-0.0032974     0.385           42.417 
-0.0032974     0.395           42.191 
-0.0032974     0.405           42.036 
-0.0032974     0.415           41.934 
-0.0032974     0.425           41.869 
-0.0032974     0.435           41.827 
-0.0032974     0.445           41.794 
-0.0032974     0.455           41.759 
-0.0032974     0.465           41.711 
-0.0032974     0.475           41.644 
-0.0032974     0.485           41.551 
-0.0032974     0.495           41.429 
-0.0032974     0.505           41.276 
-0.0032974     0.515           41.094 
-0.0032974     0.525           40.884 
-0.0032974     0.535           40.653 
-0.0032974     0.545           40.407 
-0.0032974     0.555           40.155 
-0.0032974     0.565           39.908 
-0.0032974     0.575           39.679 
-0.0032974     0.585           39.481 
-0.0032974     0.595           39.332 
-0.0032974     0.605           39.248 
-0.0032974     0.615           39.246 
-0.0032974     0.625           39.346 
-0.0032974     0.635           39.568 
-0.0032974     0.645           39.930 
-0.0032974     0.655           40.454 
-0.0032974     0.665           41.160 
-0.0032974     0.675           42.067 
-0.0032974     0.685           43.194 
-0.0032974     0.695           44.560 
-0.0032974     0.705           46.184 
-0.0032974     0.715           48.081 
-0.0032974     0.725           50.267 
-0.0032974     0.735           52.756 
-0.0032974     0.745           55.561 
-0.0033334     0.245           65.611 
-0.0033334     0.255           62.445 
-0.0033334     0.265           59.599 
-0.0033334     0.275           57.062 
-0.0033334     0.285           54.818 
-0.0033334     0.295           52.853 
-0.0033334     0.305           51.150 
-0.0033334     0.315           49.692 
-0.0033334     0.325           48.460 
-0.0033334     0.335           47.435 
-0.0033334     0.345           46.596 
-0.0033334     0.355           45.924 
-0.0033334     0.365           45.399 
-0.0033334     0.375           45.000 
-0.0033334     0.385           44.707 
-0.0033334     0.395           44.501 
-0.0033334     0.405           44.364 
-0.0033334     0.415           44.278 
-0.0033334     0.425           44.227 
-0.0033334     0.435           44.196 
-0.0033334     0.445           44.172 
-0.0033334     0.455           44.143 
-0.0033334     0.465           44.100 
-0.0033334     0.475           44.035 
-0.0033334     0.485           43.942 
-0.0033334     0.495           43.818 
-0.0033334     0.505           43.660 
-0.0033334     0.515           43.471 
-0.0033334     0.525           43.252 
-0.0033334     0.535           43.009 
-0.0033334     0.545           42.749 
-0.0033334     0.555           42.481 
-0.0033334     0.565           42.215 
-0.0033334     0.575           41.964 
-0.0033334     0.585           41.743 
-0.0033334     0.595           41.568 
-0.0033334     0.605           41.454 
-0.0033334     0.615           41.421 
-0.0033334     0.625           41.487 
-0.0033334     0.635           41.672 
-0.0033334     0.645           41.995 
-0.0033334     0.655           42.477 
-0.0033334     0.665           43.137 
-0.0033334     0.675           43.997 
-0.0033334     0.685           45.074 
-0.0033334     0.695           46.388 
-0.0033334     0.705           47.956 
-0.0033334     0.715           49.795 
-0.0033334     0.725           51.921 
-0.0033334     0.735           54.348 
-0.0033334     0.745           57.089 
-0.0033694     0.245           67.357 
-0.0033694     0.255           64.244 
-0.0033694     0.265           61.449 
-0.0033694     0.275           58.960 
-0.0033694     0.285           56.763 
-0.0033694     0.295           54.842 
-0.0033694     0.305           53.181 
-0.0033694     0.315           51.762 
-0.0033694     0.325           50.567 
-0.0033694     0.335           49.577 
-0.0033694     0.345           48.770 
-0.0033694     0.355           48.128 
-0.0033694     0.365           47.630 
-0.0033694     0.375           47.256 
-0.0033694     0.385           46.986 
-0.0033694     0.395           46.800 
-0.0033694     0.405           46.681 
-0.0033694     0.415           46.611 
-0.0033694     0.425           46.573 
-0.0033694     0.435           46.554 
-0.0033694     0.445           46.539 
-0.0033694     0.455           46.517 
-0.0033694     0.465           46.478 
-0.0033694     0.475           46.415 
-0.0033694     0.485           46.322 
-0.0033694     0.495           46.195 
-0.0033694     0.505           46.034 
-0.0033694     0.515           45.837 
-0.0033694     0.525           45.609 
-0.0033694     0.535           45.355 
-0.0033694     0.545           45.081 
-0.0033694     0.555           44.796 
-0.0033694     0.565           44.512 
-0.0033694     0.575           44.240 
-0.0033694     0.585           43.995 
-0.0033694     0.595           43.794 
-0.0033694     0.605           43.652 
-0.0033694     0.615           43.587 
-0.0033694     0.625           43.619 
-0.0033694     0.635           43.767 
-0.0033694     0.645           44.051 
-0.0033694     0.655           44.491 
-0.0033694     0.665           45.107 
-0.0033694     0.675           45.920 
-0.0033694     0.685           46.947 
-0.0033694     0.695           48.208 
-0.0033694     0.705           49.722 
-0.0033694     0.715           51.504 
-0.0033694     0.725           53.570 
-0.0033694     0.735           55.934 
-0.0033694     0.745           58.610 
-0.0034054     0.245           69.108 
-0.0034054     0.255           66.048 
-0.0034054     0.265           63.304 
-0.0034054     0.275           60.864 
-0.0034054     0.285           58.713 
-0.0034054     0.295           56.836 
-0.0034054     0.305           55.217 
-0.0034054     0.315           53.838 
-0.0034054     0.325           52.680 
-0.0034054     0.335           51.723 
-0.0034054     0.345           50.949 
-0.0034054     0.355           50.337 
-0.0034054     0.365           49.867 
-0.0034054     0.375           49.517 
-0.0034054     0.385           49.270 
-0.0034054     0.395           49.105 
-0.0034054     0.405           49.003 
-0.0034054     0.415           48.949 
-0.0034054     0.425           48.925 
-0.0034054     0.435           48.916 
-0.0034054     0.445           48.910 
-0.0034054     0.455           48.894 
-0.0034054     0.465           48.860 
-0.0034054     0.475           48.799 
-0.0034054     0.485           48.706 
-0.0034054     0.495           48.577 
-0.0034054     0.505           48.411 
-0.0034054     0.515           48.208 
-0.0034054     0.525           47.971 
-0.0034054     0.535           47.705 
-0.0034054     0.545           47.417 
-0.0034054     0.555           47.116 
-0.0034054     0.565           46.813 
-0.0034054     0.575           46.520 
-0.0034054     0.585           46.252 
-0.0034054     0.595           46.025 
-0.0034054     0.605           45.854 
-0.0034054     0.615           45.758 
-0.0034054     0.625           45.757 
-0.0034054     0.635           45.868 
-0.0034054     0.645           46.113 
-0.0034054     0.655           46.511 
-0.0034054     0.665           47.083 
-0.0034054     0.675           47.848 
-0.0034054     0.685           48.825 
-0.0034054     0.695           50.034 
-0.0034054     0.705           51.492 
-0.0034054     0.715           53.217 
-0.0034054     0.725           55.222 
-0.0034054     0.735           57.524 
-0.0034054     0.745           60.135 
-0.0034414     0.245           70.877 
-0.0034414     0.255           67.870 
-0.0034414     0.265           65.178 
-0.0034414     0.275           62.787 
-0.0034414     0.285           60.682 
-0.0034414     0.295           58.850 
-0.0034414     0.305           57.273 
-0.0034414     0.315           55.933 
-0.0034414     0.325           54.812 
-0.0034414     0.335           53.891 
-0.0034414     0.345           53.149 
-0.0034414     0.355           52.567 
-0.0034414     0.365           52.124 
-0.0034414     0.375           51.799 
-0.0034414     0.385           51.574 
-0.0034414     0.395           51.429 
-0.0034414     0.405           51.346 
-0.0034414     0.415           51.307 
-0.0034414     0.425           51.296 
-0.0034414     0.435           51.298 
-0.0034414     0.445           51.301 
-0.0034414     0.455           51.292 
-0.0034414     0.465           51.262 
-0.0034414     0.475           51.203 
-0.0034414     0.485           51.110 
-0.0034414     0.495           50.979 
-0.0034414     0.505           50.808 
-0.0034414     0.515           50.598 
-0.0034414     0.525           50.352 
-0.0034414     0.535           50.075 
-0.0034414     0.545           49.773 
-0.0034414     0.555           49.456 
-0.0034414     0.565           49.135 
-0.0034414     0.575           48.821 
-0.0034414     0.585           48.530 
-0.0034414     0.595           48.276 
-0.0034414     0.605           48.077 
-0.0034414     0.615           47.950 
-0.0034414     0.625           47.914 
-0.0034414     0.635           47.989 
-0.0034414     0.645           48.195 
-0.0034414     0.655           48.551 
-0.0034414     0.665           49.078 
-0.0034414     0.675           49.796 
-0.0034414     0.685           50.723 
-0.0034414     0.695           51.879 
-0.0034414     0.705           53.282 
-0.0034414     0.715           54.948 
-0.0034414     0.725           56.893 
-0.0034414     0.735           59.132 
-0.0034414     0.745           61.677 
-0.0034774     0.245           72.673 
-0.0034774     0.255           69.721 
-0.0034774     0.265           67.080 
-0.0034774     0.275           64.738 
-0.0034774     0.285           62.681 
-0.0034774     0.295           60.894 
-0.0034774     0.305           59.359 
-0.0034774     0.315           58.059 
-0.0034774     0.325           56.975 
-0.0034774     0.335           56.089 
-0.0034774     0.345           55.379 
-0.0034774     0.355           54.827 
-0.0034774     0.365           54.411 
-0.0034774     0.375           54.112 
-0.0034774     0.385           53.909 
-0.0034774     0.395           53.785 
-0.0034774     0.405           53.719 
-0.0034774     0.415           53.695 
-0.0034774     0.425           53.698 
-0.0034774     0.435           53.711 
-0.0034774     0.445           53.722 
-0.0034774     0.455           53.719 
-0.0034774     0.465           53.694 
-0.0034774     0.475           53.637 
-0.0034774     0.485           53.543 
-0.0034774     0.495           53.410 
-0.0034774     0.505           53.234 
-0.0034774     0.515           53.017 
-0.0034774     0.525           52.762 
-0.0034774     0.535           52.474 
-0.0034774     0.545           52.158 
-0.0034774     0.555           51.825 
-0.0034774     0.565           51.486 
-0.0034774     0.575           51.151 
-0.0034774     0.585           50.836 
-0.0034774     0.595           50.557 
-0.0034774     0.605           50.329 
-0.0034774     0.615           50.171 
-0.0034774     0.625           50.101 
-0.0034774     0.635           50.140 
-0.0034774     0.645           50.306 
-0.0034774     0.655           50.620 
-0.0034774     0.665           51.102 
-0.0034774     0.675           51.772 
-0.0034774     0.685           52.649 
-0.0034774     0.695           53.751 
-0.0034774     0.705           55.098 
-0.0034774     0.715           56.706 
-0.0034774     0.725           58.590 
-0.0034774     0.735           60.765 
-0.0034774     0.745           63.244 
-0.0035134     0.245           74.501 
-0.0035134     0.255           71.603 
-0.0035134     0.265           69.014 
-0.0035134     0.275           66.722 
-0.0035134     0.285           64.713 
-0.0035134     0.295           62.970 
-0.0035134     0.305           61.478 
-0.0035134     0.315           60.218 
-0.0035134     0.325           59.172 
-0.0035134     0.335           58.320 
-0.0035134     0.345           57.643 
-0.0035134     0.355           57.120 
-0.0035134     0.365           56.731 
-0.0035134     0.375           56.457 
-0.0035134     0.385           56.277 
-0.0035134     0.395           56.172 
-0.0035134     0.405           56.124 
-0.0035134     0.415           56.115 
-0.0035134     0.425           56.130 
-0.0035134     0.435           56.154 
-0.0035134     0.445           56.174 
-0.0035134     0.455           56.178 
-0.0035134     0.465           56.156 
-0.0035134     0.475           56.101 
-0.0035134     0.485           56.007 
-0.0035134     0.495           55.871 
-0.0035134     0.505           55.691 
-0.0035134     0.515           55.467 
-0.0035134     0.525           55.203 
-0.0035134     0.535           54.903 
-0.0035134     0.545           54.574 
-0.0035134     0.555           54.225 
-0.0035134     0.565           53.867 
-0.0035134     0.575           53.512 
-0.0035134     0.585           53.173 
-0.0035134     0.595           52.868 
-0.0035134     0.605           52.612 
-0.0035134     0.615           52.422 
-0.0035134     0.625           52.319 
-0.0035134     0.635           52.321 
-0.0035134     0.645           52.448 
-0.0035134     0.655           52.720 
-0.0035134     0.665           53.157 
-0.0035134     0.675           53.779 
-0.0035134     0.685           54.605 
-0.0035134     0.695           55.654 
-0.0035134     0.705           56.945 
-0.0035134     0.715           58.493 
-0.0035134     0.725           60.315 
-0.0035134     0.735           62.426 
-0.0035134     0.745           64.839 
-0.0035494     0.245           76.358 
-0.0035494     0.255           73.515 
-0.0035494     0.265           70.979 
-0.0035494     0.275           68.738 
-0.0035494     0.285           66.776 
-0.0035494     0.295           65.078 
-0.0035494     0.305           63.628 
-0.0035494     0.315           62.408 
-0.0035494     0.325           61.399 
-0.0035494     0.335           60.582 
-0.0035494     0.345           59.937 
-0.0035494     0.355           59.443 
-0.0035494     0.365           59.081 
-0.0035494     0.375           58.831 
-0.0035494     0.385           58.673 
-0.0035494     0.395           58.588 
-0.0035494     0.405           58.557 
-0.0035494     0.415           58.563 
-0.0035494     0.425           58.591 
-0.0035494     0.435           58.625 
-0.0035494     0.445           58.653 
-0.0035494     0.455           58.663 
-0.0035494     0.465           58.645 
-0.0035494     0.475           58.591 
-0.0035494     0.485           58.497 
-0.0035494     0.495           58.358 
-0.0035494     0.505           58.173 
-0.0035494     0.515           57.943 
-0.0035494     0.525           57.670 
-0.0035494     0.535           57.358 
-0.0035494     0.545           57.016 
-0.0035494     0.555           56.651 
-0.0035494     0.565           56.275 
-0.0035494     0.575           55.899 
-0.0035494     0.585           55.538 
-0.0035494     0.595           55.206 
-0.0035494     0.605           54.922 
-0.0035494     0.615           54.702 
-0.0035494     0.625           54.565 
-0.0035494     0.635           54.530 
-0.0035494     0.645           54.618 
-0.0035494     0.655           54.848 
-0.0035494     0.665           55.240 
-0.0035494     0.675           55.814 
-0.0035494     0.685           56.589 
-0.0035494     0.695           57.585 
-0.0035494     0.705           58.819 
-0.0035494     0.715           60.308 
-0.0035494     0.725           62.069 
-0.0035494     0.735           64.115 
-0.0035494     0.745           66.460 
-0.0035854     0.245           78.245 
-0.0035854     0.255           75.457 
-0.0035854     0.265           72.974 
-0.0035854     0.275           70.782 
-0.0035854     0.285           68.868 
-0.0035854     0.295           67.215 
-0.0035854     0.305           65.807 
-0.0035854     0.315           64.627 
-0.0035854     0.325           63.655 
-0.0035854     0.335           62.872 
-0.0035854     0.345           62.258 
-0.0035854     0.355           61.794 
-0.0035854     0.365           61.459 
-0.0035854     0.375           61.233 
-0.0035854     0.385           61.096 
-0.0035854     0.395           61.030 
-0.0035854     0.405           61.016 
-0.0035854     0.415           61.037 
-0.0035854     0.425           61.076 
-0.0035854     0.435           61.121 
-0.0035854     0.445           61.156 
-0.0035854     0.455           61.171 
-0.0035854     0.465           61.157 
-0.0035854     0.475           61.105 
-0.0035854     0.485           61.010 
-0.0035854     0.495           60.869 
-0.0035854     0.505           60.679 
-0.0035854     0.515           60.442 
-0.0035854     0.525           60.159 
-0.0035854     0.535           59.837 
-0.0035854     0.545           59.481 
-0.0035854     0.555           59.101 
-0.0035854     0.565           58.706 
-0.0035854     0.575           58.310 
-0.0035854     0.585           57.926 
-0.0035854     0.595           57.569 
-0.0035854     0.605           57.257 
-0.0035854     0.615           57.006 
-0.0035854     0.625           56.836 
-0.0035854     0.635           56.765 
-0.0035854     0.645           56.814 
-0.0035854     0.655           57.002 
-0.0035854     0.665           57.349 
-0.0035854     0.675           57.875 
-0.0035854     0.685           58.600 
-0.0035854     0.695           59.542 
-0.0035854     0.705           60.720 
-0.0035854     0.715           62.150 
-0.0035854     0.725           63.848 
-0.0035854     0.735           65.829 
-0.0035854     0.745           68.107 
-0.0036214     0.245           80.162 
-0.0036214     0.255           77.430 
-0.0036214     0.265           74.999 
-0.0036214     0.275           72.858 
-0.0036214     0.285           70.991 
-0.0036214     0.295           69.383 
-0.0036214     0.305           68.018 
-0.0036214     0.315           66.876 
-0.0036214     0.325           65.941 
-0.0036214     0.335           65.192 
-0.0036214     0.345           64.610 
-0.0036214     0.355           64.175 
-0.0036214     0.365           63.866 
-0.0036214     0.375           63.663 
-0.0036214     0.385           63.548 
-0.0036214     0.395           63.500 
-0.0036214     0.405           63.502 
-0.0036214     0.415           63.537 
-0.0036214     0.425           63.589 
-0.0036214     0.435           63.643 
-0.0036214     0.445           63.686 
-0.0036214     0.455           63.707 
-0.0036214     0.465           63.696 
-0.0036214     0.475           63.645 
-0.0036214     0.485           63.550 
-0.0036214     0.495           63.405 
-0.0036214     0.505           63.211 
-0.0036214     0.515           62.967 
-0.0036214     0.525           62.675 
-0.0036214     0.535           62.342 
-0.0036214     0.545           61.973 
-0.0036214     0.555           61.577 
-0.0036214     0.565           61.164 
-0.0036214     0.575           60.748 
-0.0036214     0.585           60.341 
-0.0036214     0.595           59.959 
-0.0036214     0.605           59.619 
-0.0036214     0.615           59.338 
-0.0036214     0.625           59.134 
-0.0036214     0.635           59.028 
-0.0036214     0.645           59.037 
-0.0036214     0.655           59.184 
-0.0036214     0.665           59.486 
-0.0036214     0.675           59.965 
-0.0036214     0.685           60.639 
-0.0036214     0.695           61.528 
-0.0036214     0.705           62.649 
-0.0036214     0.715           64.019 
-0.0036214     0.725           65.655 
-0.0036214     0.735           67.571 
-0.0036214     0.745           69.781 
-0.0036574     0.245           82.113 
-0.0036574     0.255           79.437 
-0.0036574     0.265           77.060 
-0.0036574     0.275           74.969 
-0.0036574     0.285           73.150 
-0.0036574     0.295           71.587 
-0.0036574     0.305           70.264 
-0.0036574     0.315           69.162 
-0.0036574     0.325           68.264 
-0.0036574     0.335           67.549 
-0.0036574     0.345           66.998 
-0.0036574     0.355           66.591 
-0.0036574     0.365           66.308 
-0.0036574     0.375           66.130 
-0.0036574     0.385           66.035 
-0.0036574     0.395           66.006 
-0.0036574     0.405           66.025 
-0.0036574     0.415           66.074 
-0.0036574     0.425           66.137 
-0.0036574     0.435           66.200 
-0.0036574     0.445           66.251 
-0.0036574     0.455           66.277 
-0.0036574     0.465           66.269 
-0.0036574     0.475           66.220 
-0.0036574     0.485           66.123 
-0.0036574     0.495           65.976 
-0.0036574     0.505           65.777 
-0.0036574     0.515           65.526 
-0.0036574     0.525           65.225 
-0.0036574     0.535           64.881 
-0.0036574     0.545           64.498 
-0.0036574     0.555           64.087 
-0.0036574     0.565           63.656 
-0.0036574     0.575           63.220 
-0.0036574     0.585           62.790 
-0.0036574     0.595           62.383 
-0.0036574     0.605           62.015 
-0.0036574     0.615           61.704 
-0.0036574     0.625           61.467 
-0.0036574     0.635           61.324 
-0.0036574     0.645           61.295 
-0.0036574     0.655           61.400 
-0.0036574     0.665           61.658 
-0.0036574     0.675           62.088 
-0.0036574     0.685           62.712 
-0.0036574     0.695           63.546 
-0.0036574     0.705           64.610 
-0.0036574     0.715           65.921 
-0.0036574     0.725           67.494 
-0.0036574     0.735           69.344 
-0.0036574     0.745           71.485 
